active,item_id,name,brand,category,price,original_price,discount,badge,specs,keywords,variants,link_shopee,in_stock,updated_at
True,42723420756,Nước giặt Pano Elegant túi 1.8kg combo mua 1 được 3 hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu vết bẩn,PANO,Nước giặt,130693,251332,0.48,STANDARD,Nước giặt Pano Elegant túi 1.8kg combo mua 1 được 3 hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu vết bẩn,1.8kg; elegant; nước giặt; pano,PANO,https://shopee.vn/Nước-giặt-Pano-Elegant-túi-1.8kg-combo-mua-1-được-3-hương-nước-hoa-Pháp-cổ-điển-giặt-tay-giặt-máy-sạch-sâu-vết-bẩn-i.20523065.42723420756,True,2026-08-18 00:00:00
True,40373426171,Nước giặt Pano Active combo 2 túi 1.8kg tặng nước rửa chén 400g hương nước hoa Pháp sang trọng sạch sâu vết bẩn,PANO,Nước giặt,120640,251333,0.52,STANDARD,Nước giặt Pano Active combo 2 túi 1.8kg tặng nước rửa chén 400g hương nước hoa Pháp sang trọng sạch sâu vết bẩn,1.8kg; active; nước giặt; pano,PANO,https://shopee.vn/Nước-giặt-Pano-Active-combo-2-túi-1.8kg-tặng-nước-rửa-chén-400g-hương-nước-hoa-Pháp-sang-trọng-sạch-sâu-vết-bẩn-i.20523065.40373426171,True,2026-08-18 00:00:00
True,26442724780,Combo 2 túi Nước giặt Pano Warmish 1.8kg hương táo dứa hoa nhài sạch sâu vết bẩn tặng nước rửa chén 200g,PANO,Nước giặt,130693,242024,0.46,STANDARD,Combo 2 túi Nước giặt Pano Warmish 1.8kg hương táo dứa hoa nhài sạch sâu vết bẩn tặng nước rửa chén 200g,1.8kg; nước giặt; pano; warmish,PANO,https://shopee.vn/Combo-2-túi-Nước-giặt-Pano-Warmish-1.8kg-hương-táo-dứa-hoa-nhài-sạch-sâu-vết-bẩn-tặng-nước-rửa-chén-200g-i.20523065.26442724780,True,2026-08-18 00:00:00
True,43672853910,Combo 4 nước giặt Pano 1.8kg hương nước hoa Pháp giặt tay giặt máy sạch sâu vết bẩn an toàn cho da tay,PANO,Nước giặt,239343,460275,0.48,STANDARD,Combo 4 nước giặt Pano 1.8kg hương nước hoa Pháp giặt tay giặt máy sạch sâu vết bẩn an toàn cho da tay,1.8kg; nước giặt; pano,PANO,https://shopee.vn/Combo-4-nước-giặt-Pano-1.8kg-hương-nước-hoa-Pháp-giặt-tay-giặt-máy-sạch-sâu-vết-bẩn-an-toàn-cho-da-tay-i.20523065.43672853910,True,2026-08-18 00:00:00
True,27042559428,Thùng nước giặt Pano Active 6 túi hương nước hoa Pháp sang trọng giặt tay giặt máy sạch sâu an toàn da tay,PANO,Nước giặt,681812,1311176,0.48,STANDARD,Thùng nước giặt Pano Active 6 túi hương nước hoa Pháp sang trọng giặt tay giặt máy sạch sâu an toàn da tay,active; nước giặt; pano,PANO,https://shopee.vn/Thùng-nước-giặt-Pano-Active-6-túi-hương-nước-hoa-Pháp-sang-trọng-giặt-tay-giặt-máy-sạch-sâu-an-toàn-da-tay-i.20523065.27042559428,True,2026-08-18 00:00:00
True,29550492191,Nước giặt xả Oplus 2in1 can 3.5kg hương nước hoa Pháp không cần nước xả sạch sâu mềm vải lưu hương thơm lâu,Oplus,Nước giặt,129390,208693,0.38,STANDARD,Nước giặt xả Oplus 2in1 can 3.5kg hương nước hoa Pháp không cần nước xả sạch sâu mềm vải lưu hương thơm lâu,2in1; can 3.5kg; nước giặt; oplus,Oplus,https://shopee.vn/Nước-giặt-xả-Oplus-2in1-can-3.5kg-hương-nước-hoa-Pháp-không-cần-nước-xả-sạch-sâu-mềm-vải-lưu-hương-thơm-lâu-i.20523065.29550492191,True,2026-08-18 00:00:00
True,42822813714,Thùng nước giặt Pano Fresh 6 túi hương táo hoa trắng giặt tay giặt máy sạch sâu vết bẩn an toàn da tay bán sỉ,PANO,Nước giặt,681812,1311176,0.48,STANDARD,Thùng nước giặt Pano Fresh 6 túi hương táo hoa trắng giặt tay giặt máy sạch sâu vết bẩn an toàn da tay bán sỉ,fresh; nước giặt; pano,PANO,https://shopee.vn/Thùng-nước-giặt-Pano-Fresh-6-túi-hương-táo-hoa-trắng-giặt-tay-giặt-máy-sạch-sâu-vết-bẩn-an-toàn-da-tay-bán-sỉ-i.20523065.42822813714,True,2026-08-18 00:00:00
True,29842549801,Thùng nước giặt Pano Warmish6 túi hương táo dứa hoa nhài giặt tay giặt máy sạch sâu an toàn da tay bán sỉ,PANO,Nước giặt,552653,1151360,0.52,STANDARD,Thùng nước giặt Pano Warmish6 túi hương táo dứa hoa nhài giặt tay giặt máy sạch sâu an toàn da tay bán sỉ,nước giặt; pano; warmish,PANO,https://shopee.vn/Thùng-nước-giặt-Pano-Warmish6-túi-hương-táo-dứa-hoa-nhài-giặt-tay-giặt-máy-sạch-sâu-an-toàn-da-tay-bán-sỉ-i.20523065.29842549801,True,2026-08-18 00:00:00
True,26042584534,Thùng nước giặt Pano Elegant 6 túi hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu an toàn da tay,PANO,Nước giặt,555939,1292881,0.57,STANDARD,Thùng nước giặt Pano Elegant 6 túi hương nước hoa Pháp cổ điển giặt tay giặt máy sạch sâu an toàn da tay,elegant; nước giặt; pano,PANO,https://shopee.vn/Thùng-nước-giặt-Pano-Elegant-6-túi-hương-nước-hoa-Pháp-cổ-điển-giặt-tay-giặt-máy-sạch-sâu-an-toàn-da-tay-i.20523065.26042584534,True,2026-08-18 00:00:00
True,19819336767,Nước tẩy toilet đậm đặc Pano Hương trái cây Tẩy cặn vôi ố vàng khử mùi hôi Chai 960g,PANO,Tẩy Toilet,30000,30000,0,OUT_OF_STOCK,Nước tẩy toilet đậm đặc Pano Hương trái cây Tẩy cặn vôi ố vàng khử mùi hôi Chai 960g,pano; tẩy toilet,PANO,https://shopee.vn/Nước-tẩy-toilet-đậm-đặc-Pano-Hương-trái-cây-Tẩy-cặn-vôi-ố-vàng-khử-mùi-hôi-Chai-960g-i.20523065.19819336767,False,2026-08-24
True,20825187721,Nước tẩy quần áo màu Oxy Active ZeO Hương cam chanh oải hương Tẩy vết bẩn giữ màu không phai Chai 400ml,ZeO,Nước tẩy quần áo màu,39000,39000,0,OUT_OF_STOCK,Nước tẩy quần áo màu Oxy Active ZeO Hương cam chanh oải hương Tẩy vết bẩn giữ màu không phai Chai 400ml,active; cam chanh; nước tẩy quần áo màu; zeo,ZeO,https://shopee.vn/Nước-tẩy-quần-áo-màu-Oxy-Active-ZeO-Hương-cam-chanh-oải-hương-Tẩy-vết-bẩn-giữ-màu-không-phai-Chai-400ml-i.20523065.20825187721,False,2026-08-24
True,18983291625,Bộ 4 Tinh dầu thơm phòng 4in1 ZeO Hương SPA bưởi biển Midnight Khử mùi thư giãn 4 chai kèm kẹp treo,ZeO,Tinh dầu & Nước hoa,233367,288107,0.19,OUT_OF_STOCK,Bộ 4 Tinh dầu thơm phòng 4in1 ZeO Hương SPA bưởi biển Midnight Khử mùi thư giãn 4 chai kèm kẹp treo,tinh dầu & nước hoa; zeo,ZeO,https://shopee.vn/Bộ-4-Tinh-dầu-thơm-phòng-4in1-ZeO-Hương-SPA-bưởi-biển-Midnight-Khử-mùi-thư-giãn-4-chai-kèm-kẹp-treo-i.20523065.18983291625,False,2026-08-24
